frame,time_seconds,left_elbow,right_elbow,left_shoulder,right_shoulder,left_hip,right_hip,left_knee,right_knee
0,0.0,107.21996705785556,104.47051874595297,21.300888358229386,28.963133009565578,157.12722046521944,155.80687970362672,124.1789997142446,129.6785075956509
1,0.03333333333333333,107.60953076558569,104.28491439847853,22.365944986242052,29.24111614597814,156.70549196567669,156.85993632397887,124.67684541673907,130.79081069920952
2,0.06666666666666667,109.83290465335998,106.39541532843498,24.044456159823522,29.396598153786414,159.5573403526391,158.65303419905308,127.07758555283267,133.0299763669676
3,0.1,104.91703477224317,105.24057545694357,23.700000569360846,29.61109660650808,160.9589625246894,159.16809765261794,127.33848719734468,133.23118877265702
4,0.13333333333333333,105.06873447360972,104.04593320360773,23.616956894903115,29.81670486914488,159.15447286200234,157.75517305785021,126.67004712616927,132.44112928810569
5,0.16666666666666666,103.71537175974106,104.3007792948984,24.73170178328671,29.916240475170838,159.8786956063072,157.63788289884465,127.2198901701823,133.40019832271034
6,0.2,104.18967245570428,104.3373345838783,24.67163226484192,30.450004694979757,159.97127017630464,157.98997218183624,127.0704490570997,133.1234140457738
7,0.23333333333333334,102.21938067809667,103.72203106695055,25.110465787938775,30.138573072425896,159.998672560626,157.05148209815022,128.12726623214115,132.92799613719782
8,0.26666666666666666,104.13000510846939,105.58229495447688,24.751990544608418,30.596610904603196,160.153874148969,155.99620143756005,130.09334751871714,132.99703747236384
9,0.3,102.06949911961212,105.58880192326309,24.97671532693081,30.394064026828538,161.327657677617,154.43473537660674,133.7345312413062,134.0761145894301
10,0.3333333333333333,102.22833081673618,104.20405614953681,24.604114385945895,30.23234172643476,160.90300004022976,155.08944334566934,132.81742450475852,133.86315256593244
11,0.36666666666666664,106.79534505795219,106.21180192901662,25.232969067345195,29.860953584331256,161.76861682382,155.31245907988077,135.60447939930876,134.73723083572574
12,0.4,105.79404279653843,107.5701156268715,24.882262936739675,29.625899833727736,162.96660516662726,155.43825497532848,135.73760622592863,133.879093078596
13,0.43333333333333335,105.90145973152083,108.19525899422241,24.77023775844381,29.344070229901956,162.1410749809797,155.41864900492584,135.59670328341923,134.35333084238053
14,0.4666666666666667,100.13659600664334,108.00870634869536,24.67893838558071,29.308290384273047,164.00940652895065,156.00422182789578,134.75768459159153,133.83788237317816
