exercise_label,source_video,source_video_id,subject_id,rep,rep_uid,split_group,shift,start_frame,end_frame,sampled_frames,segmentation_confidence,review_status,augmentation,rotation_degrees
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_antoniopisello\PM_014-Camera17-30fps.mp4,PM_014-Camera17-30fps,PM_014,1,PM_014-Camera17-30fps__rep_001,PM_014-Camera17-30fps__rep_001,-5,150,394,"150,185,220,255,289,324,359,394",0.9028544654670356,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_antoniopisello\PM_014-Camera17-30fps.mp4,PM_014-Camera17-30fps,PM_014,1,PM_014-Camera17-30fps__rep_001,PM_014-Camera17-30fps__rep_001,-5,150,394,"150,185,220,255,289,324,359,394",0.9028544654670356,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_antoniopisello\PM_014-Camera17-30fps.mp4,PM_014-Camera17-30fps,PM_014,1,PM_014-Camera17-30fps__rep_001,PM_014-Camera17-30fps__rep_001,-5,150,394,"150,185,220,255,289,324,359,394",0.9028544654670356,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_antoniopisello\PM_014-Camera17-30fps.mp4,PM_014-Camera17-30fps,PM_014,1,PM_014-Camera17-30fps__rep_001,PM_014-Camera17-30fps__rep_001,-4,151,395,"151,186,221,256,290,325,360,395",0.9028544654670356,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_antoniopisello\PM_014-Camera17-30fps.mp4,PM_014-Camera17-30fps,PM_014,1,PM_014-Camera17-30fps__rep_001,PM_014-Camera17-30fps__rep_001,-4,151,395,"151,186,221,256,290,325,360,395",0.9028544654670356,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_antoniopisello\PM_014-Camera17-30fps.mp4,PM_014-Camera17-30fps,PM_014,1,PM_014-Camera17-30fps__rep_001,PM_014-Camera17-30fps__rep_001,-4,151,395,"151,186,221,256,290,325,360,395",0.9028544654670356,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_antoniopisello\PM_014-Camera17-30fps.mp4,PM_014-Camera17-30fps,PM_014,1,PM_014-Camera17-30fps__rep_001,PM_014-Camera17-30fps__rep_001,-3,152,396,"152,187,222,257,291,326,361,396",0.9028544654670356,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_antoniopisello\PM_014-Camera17-30fps.mp4,PM_014-Camera17-30fps,PM_014,1,PM_014-Camera17-30fps__rep_001,PM_014-Camera17-30fps__rep_001,-3,152,396,"152,187,222,257,291,326,361,396",0.9028544654670356,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_antoniopisello\PM_014-Camera17-30fps.mp4,PM_014-Camera17-30fps,PM_014,1,PM_014-Camera17-30fps__rep_001,PM_014-Camera17-30fps__rep_001,-3,152,396,"152,187,222,257,291,326,361,396",0.9028544654670356,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_antoniopisello\PM_014-Camera17-30fps.mp4,PM_014-Camera17-30fps,PM_014,1,PM_014-Camera17-30fps__rep_001,PM_014-Camera17-30fps__rep_001,-2,153,397,"153,188,223,258,292,327,362,397",0.9028544654670356,accepted,original,0.0
