frame,time_seconds,left_elbow,right_elbow,left_shoulder,right_shoulder,left_hip,right_hip,left_knee,right_knee
0,0.0,167.5591216670321,131.4315493328046,109.0762932079899,96.162727949475,153.23363813261952,170.4191913797169,123.12899970578631,122.1670907750292
1,0.03333333333333333,167.08026838392956,139.3783252384307,102.00509293851248,91.83790439107975,151.42602396731488,168.94076528843053,135.23806763341466,118.05656752416213
2,0.06666666666666667,168.6265110606022,141.91608561821897,98.04749926263848,91.54087013492797,153.04787103827056,170.62406611562534,131.35315823543874,110.93960678729582
3,0.1,164.6094594452581,142.64749048583965,96.51543294026762,90.26747999576283,151.9266487769564,169.55402880047373,131.5486924235447,110.32713398497481
4,0.13333333333333333,167.36099639582156,141.826740663804,95.00156467876606,88.34070778955815,153.77377636777393,164.83011531434784,129.93437576953548,111.51506568185543
5,0.16666666666666666,167.23565851341579,142.56290242620045,93.55692719540215,88.26621279744104,152.73942326033327,164.09237648597065,131.75876766385915,112.81702172534636
6,0.2,165.52315405908547,146.1049951066508,91.80873321554894,86.5978205220254,153.72781220001096,164.57738981713985,127.77986394603417,111.34270897967028
7,0.23333333333333334,165.7358194389724,141.21114442072164,92.85692470547818,88.5164584004837,153.6830923942216,161.18447318727866,131.10970917728775,113.38403874568822
8,0.26666666666666666,170.34808538273978,141.70677930788491,91.49693140042282,86.98285673449477,155.93978749935047,160.4346247076877,129.80861653983186,112.66286482521569
9,0.3,169.34017451501666,140.91651775630538,92.53085905358438,88.4049941401541,155.9292467375866,160.91608175830234,129.7058749770578,112.95691801588721
10,0.3333333333333333,168.58803889579696,140.09986214129583,91.28207452711332,87.88465427809021,155.36639586245215,161.3256451625884,130.13243703150243,113.01062229860314
11,0.36666666666666664,169.0633178278609,139.75251418543618,91.25775775509219,88.36322923886249,156.09542383833204,162.16094155976893,129.69214948600833,112.51107153144541
12,0.4,170.38760386354224,138.2421766881022,90.08132199909014,87.39952208959511,154.75809812779056,159.19967540014503,133.4290334834233,114.51990365339636
13,0.43333333333333335,169.6246766538116,138.13679369157043,89.2493502770547,88.5355312889644,155.31226344368068,163.97843859995447,132.5030220956606,111.14019987120018
14,0.4666666666666667,169.29313727324268,139.39039181086306,90.89898396143487,88.22788033506976,157.18534647232957,164.16608869563998,128.37293295135177,110.44042046171468
15,0.5,168.85657801973537,142.60290147236518,93.09414174407404,91.04592296676557,157.4790912820678,168.51858860835543,125.39210125168508,109.60670140959256
16,0.5333333333333333,167.3213119321575,142.29476600794405,89.5560187950795,90.8769344531352,155.39480486129798,169.64309904306168,126.76240382233199,108.04897570474705
17,0.5666666666666667,168.6591721444763,148.53405333698043,88.65834125230617,85.6729063331369,152.9519520576038,168.31426506239399,129.74180424950035,110.57811131659864
18,0.6,167.84095185516574,147.06977263942198,88.89858327890755,86.59394334862395,153.28400887128697,167.7381322845901,130.76061964298458,110.53743087455231
19,0.6333333333333333,170.53814648569656,143.06123565780388,93.15744009410258,87.02026374958565,155.9844084022684,163.87112487069155,131.1367359602296,111.62795124676566
20,0.6666666666666666,168.99195330235986,141.24394129698237,94.39623763834858,89.04993575220905,155.62271838770937,166.1039954092648,130.7935346571749,111.02344405340025
21,0.7,170.73352480720763,137.1561564097057,97.25198017108814,90.81653760253931,159.06760658349896,161.1863629906507,122.88714049525497,114.5421281687992
