frame,time_seconds,left_elbow,right_elbow,left_shoulder,right_shoulder,left_hip,right_hip,left_knee,right_knee
0,0.0,102.11380388261796,136.32693643627383,75.7007895778687,94.86887849226342,157.84210996457773,153.67258138123637,144.4358590267054,149.55657857032594
1,0.03333333333333333,109.21162493853151,126.86632289900956,78.29653296673862,90.82202185964394,157.89361914658053,153.13127038536788,146.48030645350735,150.8018752377962
2,0.06666666666666667,108.3772480182271,117.5155204057064,77.36755946985494,86.24951230218693,154.38521745858034,154.53564113766586,145.93327887878138,154.19776641763394
3,0.1,106.7698163671466,116.90449190184623,75.57162254155126,85.9066625134633,152.22008051523352,154.94109458710554,144.76499762568918,155.12889009346878
4,0.13333333333333333,107.79440974186781,117.02327979541234,76.69502138803212,85.87763503701395,153.28545450265784,154.31956898283036,145.08319327646015,154.43544185828605
5,0.16666666666666666,107.3958652765699,116.20021437591299,76.09174674057836,85.36237749360829,152.8647365229606,154.71762045872651,144.78518181866718,154.85928659275154
6,0.2,106.6949582188232,116.81799940508289,75.54618712425389,85.65976499441469,153.51576579239924,153.71394530926628,144.9082698980741,154.46413000565326
7,0.23333333333333334,107.49492918735123,116.30998479100464,76.16917193624917,85.47629928689744,153.6427282814469,153.4282682099769,144.526064250961,154.2312001523721
8,0.26666666666666666,107.64235337389718,116.95299329508853,75.49768982898341,85.52156308637664,152.14419812471442,154.2404655736104,145.38702698144706,155.0821093450255
9,0.3,105.16521677016512,118.46165660503083,74.22073709311756,86.51173804720169,152.21671902238882,154.52276603034454,144.90143580518588,154.904418373892
10,0.3333333333333333,107.59345926646714,119.45731162142908,75.65973487490322,87.12194564826281,153.5027169328322,154.73314654696398,144.8267263065786,154.6677555733306
11,0.36666666666666664,107.88226767586627,120.39456306715545,75.65654987289429,87.3778913043131,154.5471528900443,153.1668278952132,146.39725240446782,154.0569769456171
12,0.4,107.8547516270416,119.86502374161967,75.93585958148826,87.07972518842413,154.07730269645103,152.9276347330627,145.55836405986685,153.75202571959917
13,0.43333333333333335,107.24769935215603,119.94876082281739,75.74723814792128,87.31642475352005,153.16346556394637,154.5020617816027,145.3614831937361,154.26970734826565
14,0.4666666666666667,107.52144044693642,119.93235758093375,75.73470689903516,87.31059891086203,153.47091212831768,154.2042922966083,145.35526265330654,154.14058777861874
15,0.5,107.3180793816525,119.80289240674838,75.48996964539722,87.2792299690875,153.5587398156582,154.01967072047728,145.3830775821477,153.83566375791352
16,0.5333333333333333,107.00888223650244,119.72889544659739,75.36047136555288,87.28784485890098,153.02343825297248,154.64344422451018,145.4614552642437,154.30656367834513
17,0.5666666666666667,107.14213693200503,120.09799121613267,75.22878895676271,87.33686195373525,155.54970372253945,154.21920776672073,146.8135393615358,153.9642381636133
18,0.6,106.54897765733426,120.24080528889482,74.9905612417747,87.3199464739909,154.24528803033922,154.37189866089608,145.95874459297443,154.1591876475692
19,0.6333333333333333,106.58824664970464,120.02500234363033,74.94792093362086,87.15257692220445,154.41463471370275,154.26701739075003,146.636179119456,154.84358036203687
20,0.6666666666666666,106.96976526331744,119.75704900331947,75.21591009109963,87.11610222906124,153.38573989964803,154.15245940021074,146.30477732916222,154.96660197698944
21,0.7,106.1700519104178,118.71104042474133,74.58307418102405,86.54392232071548,152.09387144639257,154.02048666858076,148.75672277654508,155.83750643482787
22,0.7333333333333333,105.28642141937132,118.16356861346341,73.79730778575086,85.84642080072341,151.48527562690452,154.2769168297276,148.31855923771172,157.14007966405754
23,0.7666666666666667,106.7844911515327,118.34822308603435,74.73163590634206,86.41569681479864,151.64512948109882,154.57967516135562,147.41168764763117,156.88280430109182
24,0.8,106.98574148442377,118.40541359205966,74.65313521498283,86.43309005650184,151.874758325113,154.84869646687315,147.4912265662843,156.78392753628265
25,0.8333333333333334,107.34624021837182,119.211375455999,75.01935909174728,86.57173665268348,153.5620380633592,153.83001166139917,146.83289155007685,155.7571449228653
26,0.8666666666666667,107.40237090593438,118.67237165101133,74.65579104069408,86.19140086205276,153.88412189820588,153.9832254717,147.82434829287035,155.77541136452777
27,0.9,106.98427536864591,119.26895304730161,74.73045523860769,86.6279242786687,153.88974377386737,153.92888726970526,146.8899333443796,155.2973372650451
28,0.9333333333333333,107.24261438768899,119.51436677651263,74.79657974712943,86.66866885360513,155.16592894464733,154.22932618364553,148.2276682468555,155.24682386534298
29,0.9666666666666667,108.44347376089493,120.12155364014964,75.70833257775993,86.95683845877119,155.15205504234683,154.12608419105908,147.49470988668105,154.7402232119715
30,1.0,108.31477057399952,120.80192730609402,75.59420679615674,87.19241208943058,159.34083620112187,151.75392507811335,150.12893208240138,152.0957308282269
31,1.0333333333333334,109.2052483853576,122.10829824099564,75.97283924415215,87.72382491964076,159.1782002826971,152.80498434953006,149.77819291255403,152.95119290640332
32,1.0666666666666667,109.41079019799758,122.56847986482424,76.2922284681111,88.10482535038668,158.52266697899722,152.91006893105813,150.56611177821028,153.06861702771255
33,1.1,109.58145168279938,121.94611237971985,76.00000509253972,87.45979163898423,158.03713364027783,153.03143249619868,150.6498800724006,153.31252968647652
